type,name,adress,postal-code,city,geo-length,geo-width,open-houres,marks
POCZTA_POLSKA,FUP Puławy 1,Lubelska 18,24-112,Puławy,21.981315612793,51.4146575927734,"[{""day"":""MONDAY"",""from"":""10:00"",""to"":""17:00""},{""day"":""TUESDAY"",""from"":""10:00"",""to"":""17:00""},{""day"":""WEDNESDAY"",""from"":""10:00"",""to"":""17:00""},{""day"":""THURSDAY"",""from"":""10:00"",""to"":""17:00""},{""day"":""FRIDAY"",""from"":""10:00"",""to"":""20:00""}]",
POCZTA_POLSKA,FUP Łódź 9,Gdyńska 38,91-345,Łódź,19.4341926574707,51.7978935241699,"[{""day"":""MONDAY"",""from"":""09:00"",""to"":""19:00""},{""day"":""TUESDAY"",""from"":""09:00"",""to"":""19:00""},{""day"":""WEDNESDAY"",""from"":""09:00"",""to"":""19:00""},{""day"":""THURSDAY"",""from"":""09:00"",""to"":""19:00""},{""day"":""FRIDAY"",""from"":""09:00"",""to"":""20:00""}]",
POCZTA_POLSKA,FUP Świnoujście 1,Juliana Markiewicza 2,72-611,Świnoujście,14.2298965454102,53.9006690979004,"[{""day"":""MONDAY"",""from"":""09:00"",""to"":""19:00""},{""day"":""TUESDAY"",""from"":""09:00"",""to"":""19:00""},{""day"":""WEDNESDAY"",""from"":""09:00"",""to"":""19:00""},{""day"":""THURSDAY"",""from"":""09:00"",""to"":""19:00""},{""day"":""FRIDAY"",""from"":""09:00"",""to"":""20:00""}]",
POCZTA_POLSKA,FUP Łódź 71,Armii Krajowej 32A,94-046,Łódź,19.3983745574951,51.745979309082,"[{""day"":""WORKING"",""from"":""08:00"",""to"":""20:00""}]",
RUCH,PACZKA w RUCHu: LD-934273-87-18,RAWSKA 29,96-100,Skierniewice,20.146205,51.954122,"[{""day"":""MONDAY"",""from"":""07:00"",""to"":""17:00""},{""day"":""TUESDAY"",""from"":""07:00"",""to"":""17:00""},{""day"":""WEDNESDAY"",""from"":""07:00"",""to"":""17:00""},{""day"":""THURSDAY"",""from"":""07:00"",""to"":""17:00""},{""day"":""FRIDAY"",""from"":""07:00"",""to"":""17:00""},{""day"":""SATURDAY"",""from"":""07:00"",""to"":""14:00""}]",
POCZTA_POLSKA,UP Chojnice 2,Towarowa 6,89-620,Chojnice,17.5753688812256,53.6886825561524,"[{""day"":""MONDAY"",""from"":""08:00"",""to"":""18:00""},{""day"":""TUESDAY"",""from"":""08:00"",""to"":""18:00""},{""day"":""WEDNESDAY"",""from"":""08:00"",""to"":""18:00""},{""day"":""THURSDAY"",""from"":""08:00"",""to"":""18:00""},{""day"":""FRIDAY"",""from"":""08:00"",""to"":""20:00""}]",
RUCH,PACZKA w RUCHu: KT-934588-21-04,GŁÓWNA 57,44-187,Wielowieś,18.61571,50.5091,"[{""day"":""MONDAY"",""from"":""06:00"",""to"":""17:00""},{""day"":""TUESDAY"",""from"":""06:00"",""to"":""17:00""},{""day"":""WEDNESDAY"",""from"":""06:00"",""to"":""17:00""},{""day"":""THURSDAY"",""from"":""06:00"",""to"":""17:00""},{""day"":""FRIDAY"",""from"":""06:00"",""to"":""17:00""},{""day"":""SATURDAY"",""from"":""07:00"",""to"":""13:00""}]",
POCZTA_POLSKA,UP Chojna,Franklina Delano Roosevelta 2,74-500,Chojna,14.4379997253418,52.9598999023438,"[{""day"":""SATURDAY"",""from"":""09:00"",""to"":""15:00""},{""day"":""WORKING"",""from"":""08:00"",""to"":""18:30""}]",
PACZKOMAT,Paczkomat GLS01N,Cieszyńska 18,43-440,Goleszów,18.73702,49.73481,"[{""day"":""MONDAY"",""from"":""00:00"",""to"":""24:00""},{""day"":""TUESDAY"",""from"":""00:00"",""to"":""24:00""},{""day"":""WEDNESDAY"",""from"":""00:00"",""to"":""24:00""},{""day"":""THURSDAY"",""from"":""00:00"",""to"":""24:00""},{""day"":""FRIDAY"",""from"":""00:00"",""to"":""24:00""},{""day"":""SATURDAY"",""from"":""00:00"",""to"":""24:00""},{""day"":""SUNDAY"",""from"":""00:00"",""to"":""24:00""}]",Przy markecie Lewiatan
PACZKOMAT,Paczkomat LOD04C,Limanowskiego 2,91-445,Łódź,19.45146,51.78662,"[{""day"":""MONDAY"",""from"":""00:00"",""to"":""24:00""},{""day"":""TUESDAY"",""from"":""00:00"",""to"":""24:00""},{""day"":""WEDNESDAY"",""from"":""00:00"",""to"":""24:00""},{""day"":""THURSDAY"",""from"":""00:00"",""to"":""24:00""},{""day"":""FRIDAY"",""from"":""00:00"",""to"":""24:00""},{""day"":""SATURDAY"",""from"":""00:00"",""to"":""24:00""},{""day"":""SUNDAY"",""from"":""00:00"",""to"":""24:00""}]","Z boku budynku TOPPLACES, za przystankiem"
PACZKOMAT,Paczkomat KRA37A,os. Jagiellońskie 19,31-834,Kraków,20.0272,50.08417,"[{""day"":""MONDAY"",""from"":""00:00"",""to"":""24:00""},{""day"":""TUESDAY"",""from"":""00:00"",""to"":""24:00""},{""day"":""WEDNESDAY"",""from"":""00:00"",""to"":""24:00""},{""day"":""THURSDAY"",""from"":""00:00"",""to"":""24:00""},{""day"":""FRIDAY"",""from"":""00:00"",""to"":""24:00""},{""day"":""SATURDAY"",""from"":""00:00"",""to"":""24:00""},{""day"":""SUNDAY"",""from"":""00:00"",""to"":""24:00""}]",Przy markecie Biedronka
PACZKOMAT,Paczkomat ZBR02A,Krakowska 232,32-080,Zabierzów,19.8141,50.11065,"[{""day"":""MONDAY"",""from"":""00:00"",""to"":""24:00""},{""day"":""TUESDAY"",""from"":""00:00"",""to"":""24:00""},{""day"":""WEDNESDAY"",""from"":""00:00"",""to"":""24:00""},{""day"":""THURSDAY"",""from"":""00:00"",""to"":""24:00""},{""day"":""FRIDAY"",""from"":""00:00"",""to"":""24:00""},{""day"":""SATURDAY"",""from"":""00:00"",""to"":""24:00""},{""day"":""SUNDAY"",""from"":""00:00"",""to"":""24:00""}]",Przy markecie Biedronka
RUCH,PACZKA w RUCHu: WR-939801-06-06,Krótka 1/11,58-500,Jelenia Góra,15.73537,50.90176,"[{""day"":""MONDAY"",""from"":""07:00"",""to"":""18:00""},{""day"":""TUESDAY"",""from"":""07:00"",""to"":""18:00""},{""day"":""WEDNESDAY"",""from"":""07:00"",""to"":""18:00""},{""day"":""THURSDAY"",""from"":""07:00"",""to"":""18:00""},{""day"":""FRIDAY"",""from"":""07:00"",""to"":""18:00""},{""day"":""SATURDAY"",""from"":""08:00"",""to"":""14:00""}]",
POCZTA_POLSKA_RUCH,Kiosk/Salonik RUCH,Królowej Jadwigi 6,14-200,Iława,19.5655002593994,53.5950012207031,"[{""day"":""SATURDAY"",""from"":""09:00"",""to"":""20:00""},{""day"":""SUNDAY"",""from"":""10:00"",""to"":""19:00""},{""day"":""WORKING"",""from"":""09:00"",""to"":""20:00""},{""day"":""HOLIDAY"",""from"":""10:00"",""to"":""19:00""}]",
PACZKOMAT,Paczkomat LES534,Al. Konstytucji 3 Maja 12,64-100,Leszno,16.60011,51.82751,"[{""day"":""MONDAY"",""from"":""00:00"",""to"":""24:00""},{""day"":""TUESDAY"",""from"":""00:00"",""to"":""24:00""},{""day"":""WEDNESDAY"",""from"":""00:00"",""to"":""24:00""},{""day"":""THURSDAY"",""from"":""00:00"",""to"":""24:00""},{""day"":""FRIDAY"",""from"":""00:00"",""to"":""24:00""},{""day"":""SATURDAY"",""from"":""00:00"",""to"":""24:00""},{""day"":""SUNDAY"",""from"":""00:00"",""to"":""24:00""}]",Przy Galerii Leszno
PACZKOMAT,Paczkomat TRN02N,Wrocławska 10E,55-100,Trzebnica,17.05982,51.30205,"[{""day"":""MONDAY"",""from"":""00:00"",""to"":""24:00""},{""day"":""TUESDAY"",""from"":""00:00"",""to"":""24:00""},{""day"":""WEDNESDAY"",""from"":""00:00"",""to"":""24:00""},{""day"":""THURSDAY"",""from"":""00:00"",""to"":""24:00""},{""day"":""FRIDAY"",""from"":""00:00"",""to"":""24:00""},{""day"":""SATURDAY"",""from"":""00:00"",""to"":""24:00""},{""day"":""SUNDAY"",""from"":""00:00"",""to"":""24:00""}]",Przy sklepie Bricomarche
POCZTA_POLSKA,UP Chocianów 1,Pocztowa 12,59-140,Chocianów,15.9067077636719,51.4158706665039,"[{""day"":""SATURDAY"",""from"":""09:00"",""to"":""13:00""},{""day"":""WORKING"",""from"":""08:30"",""to"":""18:30""}]",
RUCH,PACZKA w RUCHu: KT-940718-57-39,Marcinkowicka 4,33-300,Nowy Sącz,20.6675,49.6303,"[{""day"":""MONDAY"",""from"":""06:00"",""to"":""17:00""},{""day"":""TUESDAY"",""from"":""06:00"",""to"":""17:00""},{""day"":""WEDNESDAY"",""from"":""06:00"",""to"":""17:00""},{""day"":""THURSDAY"",""from"":""06:00"",""to"":""17:00""},{""day"":""FRIDAY"",""from"":""06:00"",""to"":""17:00""},{""day"":""SATURDAY"",""from"":""07:00"",""to"":""14:00""}]",
POCZTA_POLSKA,UP Olszówka,19/A,62-641,Olszówka,18.8470249176025,52.1884422302246,"[{""day"":""MONDAY"",""from"":""08:00"",""to"":""15:00""},{""day"":""TUESDAY"",""from"":""08:00"",""to"":""15:00""},{""day"":""WEDNESDAY"",""from"":""08:00"",""to"":""15:00""},{""day"":""THURSDAY"",""from"":""08:00"",""to"":""15:00""},{""day"":""FRIDAY"",""from"":""10:00"",""to"":""20:00""}]",
POCZTA_POLSKA,FUP Zamość 1,Szczebrzeska 35,22-403,Zamość,23.2266044616699,50.7142105102539,"[{""day"":""MONDAY"",""from"":""09:00"",""to"":""17:30""},{""day"":""TUESDAY"",""from"":""09:00"",""to"":""17:30""},{""day"":""WEDNESDAY"",""from"":""09:00"",""to"":""17:30""},{""day"":""THURSDAY"",""from"":""09:00"",""to"":""17:30""},{""day"":""FRIDAY"",""from"":""10:00"",""to"":""20:00""}]",
PACZKOMAT,Paczkomat CZD352,Szkolna 40,43-502,Czechowice-Dziedzice,19.00177,49.92401,"[{""day"":""MONDAY"",""from"":""00:00"",""to"":""24:00""},{""day"":""TUESDAY"",""from"":""00:00"",""to"":""24:00""},{""day"":""WEDNESDAY"",""from"":""00:00"",""to"":""24:00""},{""day"":""THURSDAY"",""from"":""00:00"",""to"":""24:00""},{""day"":""FRIDAY"",""from"":""00:00"",""to"":""24:00""},{""day"":""SATURDAY"",""from"":""00:00"",""to"":""24:00""},{""day"":""SUNDAY"",""from"":""00:00"",""to"":""24:00""}]",Przy DH Dziedzic Zeta
PACZKOMAT,Paczkomat JGO554,Wojska Polskiego 13,58-500,Jelenia Góra,15.74617,50.90183,"[{""day"":""MONDAY"",""from"":""00:00"",""to"":""24:00""},{""day"":""TUESDAY"",""from"":""00:00"",""to"":""24:00""},{""day"":""WEDNESDAY"",""from"":""00:00"",""to"":""24:00""},{""day"":""THURSDAY"",""from"":""00:00"",""to"":""24:00""},{""day"":""FRIDAY"",""from"":""00:00"",""to"":""24:00""},{""day"":""SATURDAY"",""from"":""00:00"",""to"":""24:00""},{""day"":""SUNDAY"",""from"":""00:00"",""to"":""24:00""}]",Przy markecie Netto
POCZTA_POLSKA,UP Nowy Żmigród,Plac Generała Tadeusza Kościuszki 1,38-230,Nowy Żmigród,21.5229778289795,49.6034126281738,"[{""day"":""MONDAY"",""from"":""08:00"",""to"":""16:00""},{""day"":""TUESDAY"",""from"":""08:00"",""to"":""16:00""},{""day"":""WEDNESDAY"",""from"":""08:00"",""to"":""16:00""},{""day"":""THURSDAY"",""from"":""08:00"",""to"":""16:00""},{""day"":""FRIDAY"",""from"":""08:00"",""to"":""20:00""}]",
POCZTA_POLSKA,UP Dukla,Łąki 1,38-450,Dukla,21.6834049224853,49.5536422729492,"[{""day"":""MONDAY"",""from"":""08:00"",""to"":""17:00""},{""day"":""TUESDAY"",""from"":""08:00"",""to"":""17:00""},{""day"":""WEDNESDAY"",""from"":""08:00"",""to"":""17:00""},{""day"":""THURSDAY"",""from"":""08:00"",""to"":""17:00""},{""day"":""FRIDAY"",""from"":""08:00"",""to"":""20:00""}]",
PACZKOMAT,Paczkomat GNI02A,Sobieskiego 17,62-200,Gniezno,17.60732,52.53687,"[{""day"":""MONDAY"",""from"":""00:00"",""to"":""24:00""},{""day"":""TUESDAY"",""from"":""00:00"",""to"":""24:00""},{""day"":""WEDNESDAY"",""from"":""00:00"",""to"":""24:00""},{""day"":""THURSDAY"",""from"":""00:00"",""to"":""24:00""},{""day"":""FRIDAY"",""from"":""00:00"",""to"":""24:00""},{""day"":""SATURDAY"",""from"":""00:00"",""to"":""24:00""},{""day"":""SUNDAY"",""from"":""00:00"",""to"":""24:00""}]",Przy sklepie Carrefour
POCZTA_POLSKA,UP Zielona Góra 2,Elektronowa 1,65-900,Zielona Góra,15.4943857192993,51.9527168273926,"[{""day"":""MONDAY"",""from"":""08:00"",""to"":""20:00""},{""day"":""TUESDAY"",""from"":""08:00"",""to"":""19:00""},{""day"":""WEDNESDAY"",""from"":""08:00"",""to"":""19:00""},{""day"":""THURSDAY"",""from"":""08:00"",""to"":""19:00""},{""day"":""FRIDAY"",""from"":""08:00"",""to"":""19:00""}]",
RUCH,PACZKA w RUCHu: RZ-942755-20-53,PLAC OCZKI 8,38-440,Iwonicz-Zdrój,21.789055,49.562633,"[{""day"":""MONDAY"",""from"":""08:00"",""to"":""19:00""},{""day"":""TUESDAY"",""from"":""08:00"",""to"":""19:00""},{""day"":""WEDNESDAY"",""from"":""08:00"",""to"":""19:00""},{""day"":""THURSDAY"",""from"":""08:00"",""to"":""19:00""},{""day"":""FRIDAY"",""from"":""08:00"",""to"":""19:00""},{""day"":""SATURDAY"",""from"":""08:00"",""to"":""16:00""},{""day"":""SUNDAY"",""from"":""09:00"",""to"":""15:00""}]",
POCZTA_POLSKA,UP Krzeszyce,Skwierzyńska 3,66-435,Krzeszyce,15.009373664856,52.5832328796387,"[{""day"":""MONDAY"",""from"":""08:00"",""to"":""15:00""},{""day"":""TUESDAY"",""from"":""08:00"",""to"":""15:00""},{""day"":""WEDNESDAY"",""from"":""08:00"",""to"":""15:00""},{""day"":""THURSDAY"",""from"":""08:00"",""to"":""15:00""},{""day"":""FRIDAY"",""from"":""10:00"",""to"":""20:00""}]",
POCZTA_POLSKA,UP Krzeszów n. Sanem,Rynek 20,37-418,Krzeszów,22.3400726318359,50.4030113220215,"[{""day"":""MONDAY"",""from"":""08:00"",""to"":""15:00""},{""day"":""TUESDAY"",""from"":""08:00"",""to"":""15:00""},{""day"":""WEDNESDAY"",""from"":""08:00"",""to"":""15:00""},{""day"":""THURSDAY"",""from"":""08:00"",""to"":""15:00""},{""day"":""FRIDAY"",""from"":""08:00"",""to"":""20:00""}]",
POCZTA_POLSKA_ZABKA,Sklep Żabka,Jutrzenka 8,60-373,Poznań,16.8773345947266,52.4108200073242,"[{""day"":""SATURDAY"",""from"":""06:00"",""to"":""23:00""},{""day"":""WORKING"",""from"":""06:00"",""to"":""23:00""}]",
RUCH,PACZKA w RUCHu: LB-943324-28-05,Zamojska 9,22-600,Tomaszów Lubelski,23.419719,50.454895,"[{""day"":""MONDAY"",""from"":""06:30"",""to"":""17:00""},{""day"":""TUESDAY"",""from"":""06:30"",""to"":""17:00""},{""day"":""WEDNESDAY"",""from"":""06:30"",""to"":""17:00""},{""day"":""THURSDAY"",""from"":""06:30"",""to"":""17:00""},{""day"":""FRIDAY"",""from"":""06:30"",""to"":""17:00""}]",
POCZTA_POLSKA,UP Krzepice,Częstochowska 16,42-160,Krzepice,18.7292346954346,50.9695587158203,"[{""day"":""SATURDAY"",""from"":""08:00"",""to"":""14:00""},{""day"":""WORKING"",""from"":""08:00"",""to"":""19:00""}]",
RUCH,PACZKA w RUCHu: WS-950451-84-05,Wysockiego 1,05-660,Warka,21.18725,51.78506,"[{""day"":""MONDAY"",""from"":""06:00"",""to"":""18:00""},{""day"":""TUESDAY"",""from"":""06:00"",""to"":""18:00""},{""day"":""WEDNESDAY"",""from"":""06:00"",""to"":""18:00""},{""day"":""THURSDAY"",""from"":""06:00"",""to"":""18:00""},{""day"":""FRIDAY"",""from"":""06:00"",""to"":""18:00""},{""day"":""SATURDAY"",""from"":""06:00"",""to"":""15:00""}]",
POCZTA_POLSKA,UP Olsztyn 2,Partyzantów 39,10-900,Olsztyn,20.4962577819824,53.7852210998535,"[{""day"":""SATURDAY"",""from"":""00:00"",""to"":""23:59""},{""day"":""WORKING"",""from"":""00:00"",""to"":""23:59""}]",
POCZTA_POLSKA,UP Warszawa 94,Radłowska 9,04-835,Warszawa,21.1938209533691,52.18505859375,"[{""day"":""SATURDAY"",""from"":""08:00"",""to"":""14:00""},{""day"":""WORKING"",""from"":""08:00"",""to"":""21:00""}]",
POCZTA_POLSKA_RUCH,Kiosk/Salonik RUCH,Józefa Ignacego Kraszewskiego 13-15,41-218,Sosnowiec,19.1930999755859,50.274299621582,"[{""day"":""SATURDAY"",""from"":""07:00"",""to"":""13:00""},{""day"":""SUNDAY"",""from"":""09:00"",""to"":""15:00""},{""day"":""WORKING"",""from"":""05:30"",""to"":""16:30""},{""day"":""HOLIDAY"",""from"":""09:00"",""to"":""15:00""}]",
POCZTA_POLSKA_RUCH,Kiosk/Salonik RUCH,Rynek 1,25-308,Kielce,20.6322994232178,50.8718986511231,"[{""day"":""SATURDAY"",""from"":""05:30"",""to"":""14:00""},{""day"":""WORKING"",""from"":""05:30"",""to"":""18:00""}]",
PACZKOMAT,Paczkomat TRN02N,Wrocławska 10E,55-100,Trzebnica,17.05982,51.30205,"[{""day"":""MONDAY"",""from"":""00:00"",""to"":""24:00""},{""day"":""TUESDAY"",""from"":""00:00"",""to"":""24:00""},{""day"":""WEDNESDAY"",""from"":""00:00"",""to"":""24:00""},{""day"":""THURSDAY"",""from"":""00:00"",""to"":""24:00""},{""day"":""FRIDAY"",""from"":""00:00"",""to"":""24:00""},{""day"":""SATURDAY"",""from"":""00:00"",""to"":""24:00""},{""day"":""SUNDAY"",""from"":""00:00"",""to"":""24:00""}]",Przy sklepie Bricomarche
RUCH,PACZKA w RUCHu: KT-927889-74-70,Piłsudskiego 14A,32-200,Miechów,20.02844,50.35586,"[{""day"":""MONDAY"",""from"":""06:00"",""to"":""17:00""},{""day"":""TUESDAY"",""from"":""06:00"",""to"":""17:00""},{""day"":""WEDNESDAY"",""from"":""06:00"",""to"":""17:00""},{""day"":""THURSDAY"",""from"":""06:00"",""to"":""17:00""},{""day"":""FRIDAY"",""from"":""06:00"",""to"":""17:00""},{""day"":""SATURDAY"",""from"":""06:00"",""to"":""13:00""}]",
POCZTA_POLSKA,UP Warszawa 113,Domaniewska 41,02-696,Warszawa,21.000940322876,52.1819953918457,"[{""day"":""WORKING"",""from"":""08:00"",""to"":""20:00""}]",
POCZTA_POLSKA,FUP Kraków 28,Osiedle Urocze 5,31-955,Kraków,20.0340805053711,50.077938079834,"[{""day"":""WORKING"",""from"":""09:00"",""to"":""20:00""}]",
POCZTA_POLSKA,UP Warszawa 116,Aleja Władysława Reymonta 12,01-837,Warszawa,20.93772315979,52.2743530273438,"[{""day"":""WORKING"",""from"":""08:00"",""to"":""21:00""}]",
POCZTA_POLSKA,UP Krzczonów,Spokojna 7,23-110,Krzczonów,22.7083969116211,51.0128364562988,"[{""day"":""MONDAY"",""from"":""08:00"",""to"":""16:00""},{""day"":""TUESDAY"",""from"":""08:00"",""to"":""16:00""},{""day"":""WEDNESDAY"",""from"":""08:00"",""to"":""16:00""},{""day"":""THURSDAY"",""from"":""08:00"",""to"":""16:00""},{""day"":""FRIDAY"",""from"":""08:00"",""to"":""20:00""}]",
PACZKOMAT,Paczkomat KWA01N,Drzymały 1A,55-080,Kąty Wrocławskie,16.75968,51.03403,"[{""day"":""MONDAY"",""from"":""00:00"",""to"":""24:00""},{""day"":""TUESDAY"",""from"":""00:00"",""to"":""24:00""},{""day"":""WEDNESDAY"",""from"":""00:00"",""to"":""24:00""},{""day"":""THURSDAY"",""from"":""00:00"",""to"":""24:00""},{""day"":""FRIDAY"",""from"":""00:00"",""to"":""24:00""},{""day"":""SATURDAY"",""from"":""00:00"",""to"":""24:00""},{""day"":""SUNDAY"",""from"":""00:00"",""to"":""24:00""}]",Przy sklepie miniMarket
POCZTA_POLSKA,UP Krynica-Zdrój,Zdrojowa 28,33-380,Krynica-Zdrój,20.9553050994873,49.4155578613281,"[{""day"":""SATURDAY"",""from"":""08:00"",""to"":""14:00""},{""day"":""WORKING"",""from"":""07:00"",""to"":""19:30""}]",
PACZKOMAT,Paczkomat NSZ01G,Konopnickiej 2,37-310,Nowa Sarzyna,22.34088,50.31832,"[{""day"":""MONDAY"",""from"":""00:00"",""to"":""24:00""},{""day"":""TUESDAY"",""from"":""00:00"",""to"":""24:00""},{""day"":""WEDNESDAY"",""from"":""00:00"",""to"":""24:00""},{""day"":""THURSDAY"",""from"":""00:00"",""to"":""24:00""},{""day"":""FRIDAY"",""from"":""00:00"",""to"":""24:00""},{""day"":""SATURDAY"",""from"":""00:00"",""to"":""24:00""},{""day"":""SUNDAY"",""from"":""00:00"",""to"":""24:00""}]",Przy pływalni Mosir
PACZKOMAT,Paczkomat POZ01A,Strzeszyńska 61A,60-479,Poznań,16.89326,52.44955,"[{""day"":""MONDAY"",""from"":""00:00"",""to"":""24:00""},{""day"":""TUESDAY"",""from"":""00:00"",""to"":""24:00""},{""day"":""WEDNESDAY"",""from"":""00:00"",""to"":""24:00""},{""day"":""THURSDAY"",""from"":""00:00"",""to"":""24:00""},{""day"":""FRIDAY"",""from"":""00:00"",""to"":""24:00""},{""day"":""SATURDAY"",""from"":""00:00"",""to"":""24:00""},{""day"":""SUNDAY"",""from"":""00:00"",""to"":""24:00""}]",Przy Fitness Club Podolany
POCZTA_POLSKA,UP Kruszwica 1,Aleja Niepodległości 33,88-150,Kruszwica,18.3174057006836,52.6769828796387,"[{""day"":""SATURDAY"",""from"":""08:00"",""to"":""14:00""},{""day"":""WORKING"",""from"":""08:00"",""to"":""18:00""}]",
POCZTA_POLSKA_RUCH,Kiosk/Salonik RUCH,Podmiejska 2A,62-800,Kalisz,18.0680999755859,51.7433013916016,"[{""day"":""SATURDAY"",""from"":""07:00"",""to"":""18:00""},{""day"":""WORKING"",""from"":""06:00"",""to"":""18:00""}]",
PACZKOMAT,Paczkomat WIL01G,Paderewskiego 9,43-330,Wilamowice,19.1525,49.914,"[{""day"":""MONDAY"",""from"":""00:00"",""to"":""24:00""},{""day"":""TUESDAY"",""from"":""00:00"",""to"":""24:00""},{""day"":""WEDNESDAY"",""from"":""00:00"",""to"":""24:00""},{""day"":""THURSDAY"",""from"":""00:00"",""to"":""24:00""},{""day"":""FRIDAY"",""from"":""00:00"",""to"":""24:00""},{""day"":""SATURDAY"",""from"":""00:00"",""to"":""24:00""},{""day"":""SUNDAY"",""from"":""00:00"",""to"":""24:00""}]",Przy przystanku autobosowym
POCZTA_POLSKA_RUCH,Kiosk/Salonik RUCH,Szalaya 100,34-460,Szczawnica,20.49049949646,49.4211006164551,"[{""day"":""SATURDAY"",""from"":""06:30"",""to"":""14:00""},{""day"":""WORKING"",""from"":""06:30"",""to"":""17:30""}]",
POCZTA_POLSKA,UP Krupski Młyn,Tadeusza Zawadzkiego 1,42-693,Krupski Młyn,18.6226329803467,50.5730628967285,"[{""day"":""MONDAY"",""from"":""09:00"",""to"":""20:00""},{""day"":""TUESDAY"",""from"":""09:00"",""to"":""15:30""},{""day"":""WEDNESDAY"",""from"":""09:00"",""to"":""15:30""},{""day"":""THURSDAY"",""from"":""09:00"",""to"":""15:30""},{""day"":""FRIDAY"",""from"":""09:00"",""to"":""15:30""}]",
POCZTA_POLSKA,UP Krotoszyn 1,Piastowska 35,63-700,Krotoszyn,17.4310894012451,51.6953353881836,"[{""day"":""SATURDAY"",""from"":""09:00"",""to"":""13:00""},{""day"":""WORKING"",""from"":""08:00"",""to"":""19:00""}]",
POCZTA_POLSKA,FUP Kąty Wrocławskie,Dworcowa 2,55-070,Smolec,16.8811378479004,51.0720596313477,"[{""day"":""MONDAY"",""from"":""08:30"",""to"":""15:00""},{""day"":""TUESDAY"",""from"":""08:30"",""to"":""15:00""},{""day"":""WEDNESDAY"",""from"":""11:00"",""to"":""18:30""},{""day"":""THURSDAY"",""from"":""11:00"",""to"":""18:30""},{""day"":""FRIDAY"",""from"":""12:30"",""to"":""20:00""}]",
POCZTA_POLSKA,UP Krośniewice,Poznańska 1,99-340,Krośniewice,19.1693725585937,52.2559585571289,"[{""day"":""SATURDAY"",""from"":""08:00"",""to"":""14:00""},{""day"":""WORKING"",""from"":""08:00"",""to"":""15:30""}]",
RUCH,PACZKA w RUCHu: WS-179259-84-27,Pl. Tysiąclecia 8,05-530,Czersk,21.214288,51.952505,"[{""day"":""MONDAY"",""from"":""08:00"",""to"":""18:00""},{""day"":""TUESDAY"",""from"":""08:00"",""to"":""18:00""},{""day"":""WEDNESDAY"",""from"":""08:00"",""to"":""18:00""},{""day"":""THURSDAY"",""from"":""08:00"",""to"":""18:00""},{""day"":""FRIDAY"",""from"":""08:00"",""to"":""18:00""},{""day"":""SATURDAY"",""from"":""08:00"",""to"":""15:00""}]",
POCZTA_POLSKA_RUCH,Kiosk/Salonik RUCH,Chorzowska 3,41-709,Ruda Śląska,18.8768005371094,50.2837982177734,"[{""day"":""SATURDAY"",""from"":""07:00"",""to"":""13:00""},{""day"":""WORKING"",""from"":""05:30"",""to"":""16:30""}]",
POCZTA_POLSKA,UP Poznań 69,Warszawska 137,61-043,Poznań,16.9863834381104,52.410026550293,"[{""day"":""SATURDAY"",""from"":""08:00"",""to"":""14:00""},{""day"":""WORKING"",""from"":""08:00"",""to"":""10:00""},{""day"":""WORKING"",""from"":""10:30"",""to"":""20:00""}]",
RUCH,PACZKA w RUCHu: KT-954032-85-23,KRÓLOWEJ JADWIGI 19,41-300,Dąbrowa Górnicza,19.18787,50.32494,"[{""day"":""MONDAY"",""from"":""06:30"",""to"":""17:30""},{""day"":""TUESDAY"",""from"":""06:30"",""to"":""17:30""},{""day"":""WEDNESDAY"",""from"":""06:30"",""to"":""17:30""},{""day"":""THURSDAY"",""from"":""06:30"",""to"":""17:30""},{""day"":""FRIDAY"",""from"":""06:30"",""to"":""17:30""},{""day"":""SATURDAY"",""from"":""07:00"",""to"":""13:00""},{""day"":""SUNDAY"",""from"":""08:00"",""to"":""14:00""}]",
RUCH,PACZKA w RUCHu: SZ-955237-35-17,RYNEK 1,73-210,Recz,15.5458,53.2603,"[{""day"":""MONDAY"",""from"":""05:30"",""to"":""16:30""},{""day"":""TUESDAY"",""from"":""05:30"",""to"":""16:30""},{""day"":""WEDNESDAY"",""from"":""05:30"",""to"":""16:30""},{""day"":""THURSDAY"",""from"":""05:30"",""to"":""16:30""},{""day"":""FRIDAY"",""from"":""05:30"",""to"":""16:30""},{""day"":""SATURDAY"",""from"":""05:30"",""to"":""14:30""}]",
POCZTA_POLSKA,UP Sośnicowice,Rynek 3-5,44-153,Sośnicowice,18.5296974182129,50.2725219726563,"[{""day"":""MONDAY"",""from"":""08:00"",""to"":""16:00""},{""day"":""TUESDAY"",""from"":""08:00"",""to"":""16:00""},{""day"":""WEDNESDAY"",""from"":""08:00"",""to"":""16:00""},{""day"":""THURSDAY"",""from"":""08:00"",""to"":""20:00""},{""day"":""FRIDAY"",""from"":""08:00"",""to"":""16:00""}]",
